2016-12-30	0.004923	0.028327	0.028279	0.028573	0.028437	15039100
2016-12-29	-0.008677	0.028482	0.02833	0.028411	0.028298	15794100
2016-12-28	-0.01126	0.02889	0.028646	0.028823	0.028546	10311800
2016-12-27	-0.000179	0.028848	0.028657	0.02912	0.028871	8855100
2016-12-23	0.003767	0.028786	0.028595	0.029006	0.028876	8282900
2016-12-22	0.000718	0.028776	0.028621	0.028943	0.028768	14499500
2016-12-21	-0.006952	0.028946	0.028651	0.029016	0.028747	14013100
2016-12-20	0.015936	0.028626	0.028769	0.028761	0.028948	18798700
2016-12-19	-0.002168	0.028477	0.028335	0.0285	0.028494	16552500
2016-12-16	0.002718	0.028637	0.028427	0.028641	0.028556	32767100
2016-12-15	0.008958	0.028472	0.028733	0.02863	0.028479	31213700
2016-12-14	-0.020415	0.02825	0.028411	0.028177	0.028226	53760000
2016-12-13	0.001076	0.028823	0.028713	0.028834	0.028814	23860800
2016-12-12	-0.023801	0.029158	0.029167	0.028969	0.028783	27589700
2016-12-09	-0.002618	0.02937	0.029239	0.029459	0.029485	20313400
2016-12-08	0.000175	0.029566	0.029637	0.029574	0.029562	39770400
2016-12-07	0.031143	0.028668	0.029264	0.028802	0.029557	45989600
2016-12-06	0.022079	0.0281	0.028386	0.028276	0.028664	30206800
2016-12-05	0.014371	0.027816	0.027855	0.028093	0.028045	23858600
2016-12-02	-0.013986	0.027992	0.027722	0.027801	0.027648	21538000
2016-12-01	0.026833	0.027419	0.027824	0.027671	0.02804	35512200
2016-11-30	0.02044	0.027083	0.027155	0.027274	0.027307	26338100
2016-11-29	0.005428	0.026609	0.026629	0.026888	0.02676	16097000
2016-11-28	-0.019764	0.026898	0.026807	0.0268	0.026616	25832600
2016-11-25	0.008819	0.027042	0.026879	0.027139	0.027153	9635500
2016-11-23	-0.001149	0.027068	0.026884	0.027092	0.026915	19986800
2016-11-22	0.001919	0.027058	0.026859	0.027019	0.026946	22711800
2016-11-21	-0.013253	0.027274	0.027063	0.027128	0.026895	23250400
2016-11-18	0.006287	0.027068	0.027063	0.027113	0.027256	29403800
2016-11-17	0.015673	0.026521	0.027022	0.026576	0.027085	29128600
2016-11-16	-0.017304	0.026727	0.026649	0.026784	0.026668	26774300
2016-11-15	-0.011838	0.027032	0.026864	0.026878	0.027137	39149400
2016-11-14	0.028803	0.026789	0.027615	0.027071	0.027462	58839400
2016-11-11	0.001937	0.026366	0.026557	0.026456	0.026693	46558300
2016-11-10	0.075849	0.025251	0.026527	0.025444	0.026642	100976300
2016-11-09	0.053799	0.02391	0.024831	0.023989	0.024763	67401300
2016-11-08	0.003084	0.023316	0.023405	0.0234	0.023499	19406700
2016-11-07	0.017937	0.023337	0.023339	0.023577	0.023427	25452200
2016-11-04	-0.016321	0.023409	0.023201	0.023201	0.023014	27219000
2016-11-03	0.00221	0.023393	0.02339	0.023598	0.023396	14982700
2016-11-02	-0.008112	0.023419	0.023247	0.023504	0.023344	19566600
2016-11-01	-0.000435	0.023801	0.02364	0.02378	0.023731	20020200
2016-10-31	-0.004759	0.023946	0.023783	0.023989	0.023742	20115900
2016-10-28	-0.003878	0.024033	0.023824	0.023926	0.023855	20882000
2016-10-27	0.005634	0.023956	0.023911	0.024125	0.023948	25661000
2016-10-26	0.009405	0.023461	0.023584	0.023697	0.023814	25181900
2016-10-25	0.004394	0.023466	0.023395	0.023681	0.023592	20402000
2016-10-24	0.009537	0.023455	0.023334	0.023619	0.023489	19303800
2016-10-21	0.003561	0.023089	0.02314	0.02329	0.023267	21490800
2016-10-20	-0.007291	0.023208	0.023135	0.02329	0.023184	27210600
2016-10-19	0.006896	0.023151	0.023257	0.023394	0.023355	26977000
2016-10-18	0.010112	0.023094	0.022987	0.02316	0.023195	23877600
2016-10-17	-0.004697	0.022986	0.022864	0.023113	0.022963	18861300
2016-10-14	-0.000894	0.023311	0.023252	0.023113	0.023071	45418600
2016-10-13	-0.012577	0.023347	0.023109	0.023092	0.023092	44174600
2016-10-12	-0.00286	0.023486	0.023411	0.023634	0.023386	21780500
2016-10-11	-0.004381	0.023636	0.023405	0.023546	0.023453	25442600
2016-10-10	0.007059	0.023584	0.023457	0.023697	0.023556	21804900
2016-10-07	0.00332	0.023326	0.023216	0.023431	0.023391	24893600
2016-10-06	0.004223	0.023316	0.023186	0.023379	0.023313	29878200
2016-10-05	0.028343	0.022619	0.023027	0.022857	0.023215	40459000
2016-10-04	-0.001825	0.022511	0.022522	0.022711	0.022576	44008300
2016-10-03	-0.010163	0.022769	0.022558	0.022716	0.022617	38197700
