2016-12-30	-0.003655	0.028575	0.028434	0.02849	0.028419	101301800
2016-12-29	-0.000223	0.028544	0.028442	0.028632	0.028523	47719500
2016-12-28	-0.008265	0.028809	0.028657	0.028687	0.02853	59776300
2016-12-27	0.002481	0.028739	0.028674	0.028908	0.028767	41054400
2016-12-23	0.001464	0.028664	0.028546	0.028807	0.028696	36251400
2016-12-22	-0.001727	0.028686	0.028549	0.02877	0.028654	56219100
2016-12-21	-0.002783	0.028769	0.028639	0.028879	0.028704	67909000
2016-12-20	0.003858	0.028756	0.028654	0.028893	0.028784	89838800
2016-12-19	0.002177	0.028641	0.028584	0.02879	0.028673	90341100
2016-12-16	-0.001956	0.028738	0.028592	0.028738	0.028611	156420200
2016-12-15	0.004117	0.028757	0.028811	0.028894	0.028836	124972600
2016-12-14	-0.008254	0.028916	0.028864	0.028827	0.028718	142501800
2016-12-13	0.006674	0.028867	0.028878	0.029036	0.028957	110477500
2016-12-12	-0.001148	0.028788	0.028703	0.028877	0.028765	102016100
2016-12-09	0.00604	0.028662	0.028649	0.028827	0.028798	88005800
2016-12-08	0.002449	0.028555	0.028544	0.028685	0.028625	99714400
2016-12-07	0.013081	0.028167	0.028414	0.028317	0.028555	110738100
2016-12-06	0.003167	0.028129	0.028043	0.028225	0.028186	59877400
2016-12-05	0.006009	0.028057	0.028	0.028194	0.028097	67837800
2016-12-02	0.000501	0.027932	0.027855	0.028046	0.02793	74840300
2016-12-01	-0.003675	0.028067	0.027915	0.028032	0.027916	79040500
2016-11-30	-0.002399	0.028181	0.028053	0.02818	0.028019	113291800
2016-11-29	0.00195	0.02804	0.028005	0.028162	0.028086	69886700
2016-11-28	-0.004695	0.028121	0.02801	0.028187	0.028031	76572500
2016-11-25	0.003715	0.028114	0.02802	0.02827	0.028163	37872300
2016-11-23	0.000544	0.027971	0.027919	0.028109	0.028059	56620200
2016-11-22	0.001953	0.028039	0.027923	0.028106	0.028044	67429000
2016-11-21	0.007551	0.027868	0.027846	0.028013	0.027989	72402600
2016-11-18	-0.002238	0.027856	0.027731	0.027922	0.02778	86265800
2016-11-17	0.005141	0.027726	0.027704	0.027875	0.027842	69797200
2016-11-16	-0.001878	0.027664	0.027588	0.027811	0.027699	65617700
2016-11-15	0.007803	0.027598	0.027606	0.027731	0.027752	91652600
2016-11-14	0.000786	0.027596	0.027478	0.027593	0.027537	94580000
2016-11-11	-0.002305	0.027475	0.027406	0.027542	0.027515	100552700
2016-11-10	0.002496	0.027631	0.027609	0.027529	0.027579	172113300
2016-11-09	0.010602	0.027004	0.027456	0.027161	0.02751	258429000
2016-11-08	0.004504	0.027044	0.027162	0.027166	0.027221	106772100
2016-11-07	0.022057	0.026518	0.026962	0.026676	0.027099	109794900
2016-11-04	-0.001102	0.026564	0.026544	0.026654	0.026515	109122100
2016-11-03	-0.004577	0.026701	0.026589	0.026664	0.026544	88939300
2016-11-02	-0.006019	0.026785	0.026698	0.026763	0.026666	103330800
2016-11-01	-0.007245	0.027075	0.026937	0.02681	0.026827	122781800
